,product,price,quantity,date,region
27938,vermilion morsel,4.99,522,2020-10-30,east
27939,vermilion morsel,4.99,517,2020-10-30,west
27940,lapis morsel,1.99,579,2020-10-30,north
27941,lapis morsel,1.99,594,2020-10-30,south
27942,lapis morsel,1.99,508,2020-10-30,east
27943,lapis morsel,1.99,599,2020-10-30,west
27944,pink morsel,3.0,527,2020-10-31,north
27945,pink morsel,3.0,586,2020-10-31,south
27946,pink morsel,3.0,585,2020-10-31,east
27947,pink morsel,3.0,556,2020-10-31,west
27948,gold morsel,9.99,513,2020-10-31,north
27949,gold morsel,9.99,520,2020-10-31,south
27950,gold morsel,9.99,598,2020-10-31,east
27951,gold morsel,9.99,534,2020-10-31,west
27952,magenta morsel,2.5,567,2020-10-31,north
27953,magenta morsel,2.5,575,2020-10-31,south
27954,magenta morsel,2.5,568,2020-10-31,east
27955,magenta morsel,2.5,557,2020-10-31,west
27956,chartreuse morsel,3.0,546,2020-10-31,north
27957,chartreuse morsel,3.0,545,2020-10-31,south
27958,chartreuse morsel,3.0,559,2020-10-31,east
27959,chartreuse morsel,3.0,558,2020-10-31,west
27960,periwinkle morsel,1.25,550,2020-10-31,north
27961,periwinkle morsel,1.25,530,2020-10-31,south
27962,periwinkle morsel,1.25,576,2020-10-31,east
27963,periwinkle morsel,1.25,527,2020-10-31,west
27964,vermilion morsel,4.99,562,2020-10-31,north
27965,vermilion morsel,4.99,554,2020-10-31,south
27966,vermilion morsel,4.99,503,2020-10-31,east
27967,vermilion morsel,4.99,504,2020-10-31,west
27968,lapis morsel,1.99,574,2020-10-31,north
27969,lapis morsel,1.99,567,2020-10-31,south
27970,lapis morsel,1.99,572,2020-10-31,east
27971,lapis morsel,1.99,588,2020-10-31,west
27972,pink morsel,3.0,555,2020-11-01,north
27973,pink morsel,3.0,517,2020-11-01,south
27974,pink morsel,3.0,590,2020-11-01,east
27975,pink morsel,3.0,531,2020-11-01,west
27976,gold morsel,9.99,506,2020-11-01,north
27977,gold morsel,9.99,541,2020-11-01,south
27978,gold morsel,9.99,538,2020-11-01,east
27979,gold morsel,9.99,501,2020-11-01,west
27980,magenta morsel,2.5,537,2020-11-01,north
27981,magenta morsel,2.5,596,2020-11-01,south
27982,magenta morsel,2.5,517,2020-11-01,east
27983,magenta morsel,2.5,586,2020-11-01,west
27984,chartreuse morsel,3.0,504,2020-11-01,north
27985,chartreuse morsel,3.0,572,2020-11-01,south
27986,chartreuse morsel,3.0,532,2020-11-01,east
27987,chartreuse morsel,3.0,559,2020-11-01,west
27988,periwinkle morsel,1.25,541,2020-11-01,north
27989,periwinkle morsel,1.25,599,2020-11-01,south
27990,periwinkle morsel,1.25,539,2020-11-01,east
27991,periwinkle morsel,1.25,592,2020-11-01,west
27992,vermilion morsel,4.99,575,2020-11-01,north
27993,vermilion morsel,4.99,514,2020-11-01,south
27994,vermilion morsel,4.99,590,2020-11-01,east
27995,vermilion morsel,4.99,558,2020-11-01,west
27996,lapis morsel,1.99,569,2020-11-01,north
27997,lapis morsel,1.99,590,2020-11-01,south
27998,lapis morsel,1.99,577,2020-11-01,east
27999,lapis morsel,1.99,515,2020-11-01,west
28000,pink morsel,3.0,578,2020-11-02,north
28001,pink morsel,3.0,500,2020-11-02,south
28002,pink morsel,3.0,580,2020-11-02,east
28003,pink morsel,3.0,562,2020-11-02,west
28004,gold morsel,9.99,557,2020-11-02,north
28005,gold morsel,9.99,574,2020-11-02,south
28006,gold morsel,9.99,556,2020-11-02,east
28007,gold morsel,9.99,520,2020-11-02,west
28008,magenta morsel,2.5,583,2020-11-02,north
28009,magenta morsel,2.5,598,2020-11-02,south
28010,magenta morsel,2.5,541,2020-11-02,east
28011,magenta morsel,2.5,591,2020-11-02,west
28012,chartreuse morsel,3.0,545,2020-11-02,north
28013,chartreuse morsel,3.0,548,2020-11-02,south
28014,chartreuse morsel,3.0,575,2020-11-02,east
28015,chartreuse morsel,3.0,571,2020-11-02,west
28016,periwinkle morsel,1.25,586,2020-11-02,north
28017,periwinkle morsel,1.25,568,2020-11-02,south
28018,periwinkle morsel,1.25,590,2020-11-02,east
28019,periwinkle morsel,1.25,593,2020-11-02,west
28020,vermilion morsel,4.99,550,2020-11-02,north
28021,vermilion morsel,4.99,558,2020-11-02,south
28022,vermilion morsel,4.99,591,2020-11-02,east
28023,vermilion morsel,4.99,531,2020-11-02,west
28024,lapis morsel,1.99,576,2020-11-02,north
28025,lapis morsel,1.99,529,2020-11-02,south
28026,lapis morsel,1.99,572,2020-11-02,east
28027,lapis morsel,1.99,509,2020-11-02,west
28028,pink morsel,3.0,517,2020-11-03,north
28029,pink morsel,3.0,584,2020-11-03,south
28030,pink morsel,3.0,582,2020-11-03,east
28031,pink morsel,3.0,527,2020-11-03,west
28032,gold morsel,9.99,553,2020-11-03,north
28033,gold morsel,9.99,574,2020-11-03,south
28034,gold morsel,9.99,511,2020-11-03,east
28035,gold morsel,9.99,562,2020-11-03,west
28036,magenta morsel,2.5,572,2020-11-03,north
28037,magenta morsel,2.5,512,2020-11-03,south
28038,magenta morsel,2.5,579,2020-11-03,east
28039,magenta morsel,2.5,556,2020-11-03,west
28040,chartreuse morsel,3.0,579,2020-11-03,north
28041,chartreuse morsel,3.0,514,2020-11-03,south
28042,chartreuse morsel,3.0,504,2020-11-03,east
28043,chartreuse morsel,3.0,591,2020-11-03,west
28044,periwinkle morsel,1.25,534,2020-11-03,north
28045,periwinkle morsel,1.25,587,2020-11-03,south
28046,periwinkle morsel,1.25,507,2020-11-03,east
28047,periwinkle morsel,1.25,569,2020-11-03,west
28048,vermilion morsel,4.99,562,2020-11-03,north
28049,vermilion morsel,4.99,522,2020-11-03,south
28050,vermilion morsel,4.99,522,2020-11-03,east
28051,vermilion morsel,4.99,594,2020-11-03,west
28052,lapis morsel,1.99,563,2020-11-03,north
28053,lapis morsel,1.99,529,2020-11-03,south
28054,lapis morsel,1.99,510,2020-11-03,east
28055,lapis morsel,1.99,565,2020-11-03,west
28056,pink morsel,3.0,591,2020-11-04,north
28057,pink morsel,3.0,596,2020-11-04,south
28058,pink morsel,3.0,515,2020-11-04,east
28059,pink morsel,3.0,502,2020-11-04,west
28060,gold morsel,9.99,593,2020-11-04,north
28061,gold morsel,9.99,549,2020-11-04,south
28062,gold morsel,9.99,562,2020-11-04,east
28063,gold morsel,9.99,500,2020-11-04,west
28064,magenta morsel,2.5,517,2020-11-04,north
28065,magenta morsel,2.5,516,2020-11-04,south
28066,magenta morsel,2.5,531,2020-11-04,east
28067,magenta morsel,2.5,505,2020-11-04,west
28068,chartreuse morsel,3.0,539,2020-11-04,north
28069,chartreuse morsel,3.0,518,2020-11-04,south
28070,chartreuse morsel,3.0,600,2020-11-04,east
28071,chartreuse morsel,3.0,517,2020-11-04,west
28072,periwinkle morsel,1.25,517,2020-11-04,north
28073,periwinkle morsel,1.25,540,2020-11-04,south
28074,periwinkle morsel,1.25,539,2020-11-04,east
28075,periwinkle morsel,1.25,553,2020-11-04,west
28076,vermilion morsel,4.99,527,2020-11-04,north
28077,vermilion morsel,4.99,594,2020-11-04,south
28078,vermilion morsel,4.99,535,2020-11-04,east
28079,vermilion morsel,4.99,555,2020-11-04,west
28080,lapis morsel,1.99,562,2020-11-04,north
28081,lapis morsel,1.99,582,2020-11-04,south
28082,lapis morsel,1.99,540,2020-11-04,east
28083,lapis morsel,1.99,582,2020-11-04,west
28084,pink morsel,3.0,548,2020-11-05,north
28085,pink morsel,3.0,535,2020-11-05,south
28086,pink morsel,3.0,562,2020-11-05,east
28087,pink morsel,3.0,513,2020-11-05,west
28088,gold morsel,9.99,583,2020-11-05,north
28089,gold morsel,9.99,556,2020-11-05,south
28090,gold morsel,9.99,534,2020-11-05,east
28091,gold morsel,9.99,575,2020-11-05,west
28092,magenta morsel,2.5,537,2020-11-05,north
28093,magenta morsel,2.5,534,2020-11-05,south
28094,magenta morsel,2.5,593,2020-11-05,east
28095,magenta morsel,2.5,596,2020-11-05,west
28096,chartreuse morsel,3.0,592,2020-11-05,north
28097,chartreuse morsel,3.0,591,2020-11-05,south
28098,chartreuse morsel,3.0,598,2020-11-05,east
28099,chartreuse morsel,3.0,588,2020-11-05,west
28100,periwinkle morsel,1.25,512,2020-11-05,north
28101,periwinkle morsel,1.25,552,2020-11-05,south
28102,periwinkle morsel,1.25,526,2020-11-05,east
28103,periwinkle morsel,1.25,538,2020-11-05,west
28104,vermilion morsel,4.99,569,2020-11-05,north
28105,vermilion morsel,4.99,578,2020-11-05,south
28106,vermilion morsel,4.99,522,2020-11-05,east
28107,vermilion morsel,4.99,521,2020-11-05,west
28108,lapis morsel,1.99,551,2020-11-05,north
28109,lapis morsel,1.99,583,2020-11-05,south
28110,lapis morsel,1.99,582,2020-11-05,east
28111,lapis morsel,1.99,590,2020-11-05,west
28112,pink morsel,3.0,575,2020-11-06,north
28113,pink morsel,3.0,533,2020-11-06,south
28114,pink morsel,3.0,553,2020-11-06,east
28115,pink morsel,3.0,525,2020-11-06,west
28116,gold morsel,9.99,587,2020-11-06,north
28117,gold morsel,9.99,595,2020-11-06,south
28118,gold morsel,9.99,534,2020-11-06,east
28119,gold morsel,9.99,536,2020-11-06,west
28120,magenta morsel,2.5,563,2020-11-06,north
28121,magenta morsel,2.5,510,2020-11-06,south
28122,magenta morsel,2.5,535,2020-11-06,east
28123,magenta morsel,2.5,505,2020-11-06,west
28124,chartreuse morsel,3.0,527,2020-11-06,north
28125,chartreuse morsel,3.0,557,2020-11-06,south
28126,chartreuse morsel,3.0,515,2020-11-06,east
28127,chartreuse morsel,3.0,544,2020-11-06,west
28128,periwinkle morsel,1.25,516,2020-11-06,north
28129,periwinkle morsel,1.25,595,2020-11-06,south
28130,periwinkle morsel,1.25,579,2020-11-06,east
28131,periwinkle morsel,1.25,551,2020-11-06,west
28132,vermilion morsel,4.99,529,2020-11-06,north
28133,vermilion morsel,4.99,539,2020-11-06,south
28134,vermilion morsel,4.99,536,2020-11-06,east
28135,vermilion morsel,4.99,512,2020-11-06,west
28136,lapis morsel,1.99,597,2020-11-06,north
28137,lapis morsel,1.99,531,2020-11-06,south
28138,lapis morsel,1.99,535,2020-11-06,east
28139,lapis morsel,1.99,502,2020-11-06,west
28140,pink morsel,3.0,551,2020-11-07,north
28141,pink morsel,3.0,547,2020-11-07,south
28142,pink morsel,3.0,529,2020-11-07,east
28143,pink morsel,3.0,586,2020-11-07,west
28144,gold morsel,9.99,558,2020-11-07,north
28145,gold morsel,9.99,560,2020-11-07,south
28146,gold morsel,9.99,515,2020-11-07,east
28147,gold morsel,9.99,503,2020-11-07,west
28148,magenta morsel,2.5,524,2020-11-07,north
28149,magenta morsel,2.5,590,2020-11-07,south
28150,magenta morsel,2.5,581,2020-11-07,east
28151,magenta morsel,2.5,510,2020-11-07,west
28152,chartreuse morsel,3.0,531,2020-11-07,north
28153,chartreuse morsel,3.0,573,2020-11-07,south
28154,chartreuse morsel,3.0,552,2020-11-07,east
28155,chartreuse morsel,3.0,586,2020-11-07,west
28156,periwinkle morsel,1.25,563,2020-11-07,north
28157,periwinkle morsel,1.25,549,2020-11-07,south
28158,periwinkle morsel,1.25,594,2020-11-07,east
28159,periwinkle morsel,1.25,556,2020-11-07,west
28160,vermilion morsel,4.99,514,2020-11-07,north
28161,vermilion morsel,4.99,557,2020-11-07,south
28162,vermilion morsel,4.99,570,2020-11-07,east
28163,vermilion morsel,4.99,591,2020-11-07,west
28164,lapis morsel,1.99,534,2020-11-07,north
28165,lapis morsel,1.99,580,2020-11-07,south
28166,lapis morsel,1.99,526,2020-11-07,east
28167,lapis morsel,1.99,511,2020-11-07,west
28168,pink morsel,3.0,595,2020-11-08,north
28169,pink morsel,3.0,565,2020-11-08,south
28170,pink morsel,3.0,527,2020-11-08,east
28171,pink morsel,3.0,578,2020-11-08,west
28172,gold morsel,9.99,543,2020-11-08,north
28173,gold morsel,9.99,529,2020-11-08,south
28174,gold morsel,9.99,576,2020-11-08,east
28175,gold morsel,9.99,559,2020-11-08,west
28176,magenta morsel,2.5,505,2020-11-08,north
28177,magenta morsel,2.5,532,2020-11-08,south
28178,magenta morsel,2.5,574,2020-11-08,east
28179,magenta morsel,2.5,533,2020-11-08,west
28180,chartreuse morsel,3.0,558,2020-11-08,north
28181,chartreuse morsel,3.0,570,2020-11-08,south
28182,chartreuse morsel,3.0,505,2020-11-08,east
28183,chartreuse morsel,3.0,560,2020-11-08,west
28184,periwinkle morsel,1.25,511,2020-11-08,north
28185,periwinkle morsel,1.25,597,2020-11-08,south
28186,periwinkle morsel,1.25,576,2020-11-08,east
28187,periwinkle morsel,1.25,583,2020-11-08,west
28188,vermilion morsel,4.99,530,2020-11-08,north
28189,vermilion morsel,4.99,584,2020-11-08,south
28190,vermilion morsel,4.99,561,2020-11-08,east
28191,vermilion morsel,4.99,593,2020-11-08,west
28192,lapis morsel,1.99,522,2020-11-08,north
28193,lapis morsel,1.99,516,2020-11-08,south
28194,lapis morsel,1.99,527,2020-11-08,east
28195,lapis morsel,1.99,558,2020-11-08,west
28196,pink morsel,3.0,596,2020-11-09,north
28197,pink morsel,3.0,531,2020-11-09,south
28198,pink morsel,3.0,531,2020-11-09,east
28199,pink morsel,3.0,504,2020-11-09,west
28200,gold morsel,9.99,540,2020-11-09,north
28201,gold morsel,9.99,592,2020-11-09,south
28202,gold morsel,9.99,528,2020-11-09,east
28203,gold morsel,9.99,518,2020-11-09,west
28204,magenta morsel,2.5,583,2020-11-09,north
28205,magenta morsel,2.5,534,2020-11-09,south
28206,magenta morsel,2.5,570,2020-11-09,east
28207,magenta morsel,2.5,541,2020-11-09,west
28208,chartreuse morsel,3.0,573,2020-11-09,north
28209,chartreuse morsel,3.0,600,2020-11-09,south
28210,chartreuse morsel,3.0,547,2020-11-09,east
28211,chartreuse morsel,3.0,506,2020-11-09,west
28212,periwinkle morsel,1.25,568,2020-11-09,north
28213,periwinkle morsel,1.25,592,2020-11-09,south
28214,periwinkle morsel,1.25,509,2020-11-09,east
28215,periwinkle morsel,1.25,559,2020-11-09,west
28216,vermilion morsel,4.99,568,2020-11-09,north
28217,vermilion morsel,4.99,569,2020-11-09,south
28218,vermilion morsel,4.99,536,2020-11-09,east
28219,vermilion morsel,4.99,523,2020-11-09,west
28220,lapis morsel,1.99,510,2020-11-09,north
28221,lapis morsel,1.99,554,2020-11-09,south
28222,lapis morsel,1.99,585,2020-11-09,east
28223,lapis morsel,1.99,583,2020-11-09,west
28224,pink morsel,3.0,546,2020-11-10,north
28225,pink morsel,3.0,578,2020-11-10,south
28226,pink morsel,3.0,565,2020-11-10,east
28227,pink morsel,3.0,546,2020-11-10,west
28228,gold morsel,9.99,525,2020-11-10,north
28229,gold morsel,9.99,563,2020-11-10,south
28230,gold morsel,9.99,515,2020-11-10,east
28231,gold morsel,9.99,574,2020-11-10,west
28232,magenta morsel,2.5,500,2020-11-10,north
28233,magenta morsel,2.5,530,2020-11-10,south
28234,magenta morsel,2.5,504,2020-11-10,east
28235,magenta morsel,2.5,519,2020-11-10,west
28236,chartreuse morsel,3.0,522,2020-11-10,north
28237,chartreuse morsel,3.0,525,2020-11-10,south
28238,chartreuse morsel,3.0,504,2020-11-10,east
28239,chartreuse morsel,3.0,561,2020-11-10,west
28240,periwinkle morsel,1.25,517,2020-11-10,north
28241,periwinkle morsel,1.25,576,2020-11-10,south
28242,periwinkle morsel,1.25,580,2020-11-10,east
28243,periwinkle morsel,1.25,568,2020-11-10,west
28244,vermilion morsel,4.99,553,2020-11-10,north
28245,vermilion morsel,4.99,538,2020-11-10,south
28246,vermilion morsel,4.99,579,2020-11-10,east
28247,vermilion morsel,4.99,551,2020-11-10,west
28248,lapis morsel,1.99,561,2020-11-10,north
28249,lapis morsel,1.99,527,2020-11-10,south
28250,lapis morsel,1.99,583,2020-11-10,east
28251,lapis morsel,1.99,579,2020-11-10,west
28252,pink morsel,3.0,565,2020-11-11,north
28253,pink morsel,3.0,511,2020-11-11,south
28254,pink morsel,3.0,577,2020-11-11,east
28255,pink morsel,3.0,563,2020-11-11,west
28256,gold morsel,9.99,501,2020-11-11,north
28257,gold morsel,9.99,583,2020-11-11,south
28258,gold morsel,9.99,527,2020-11-11,east
28259,gold morsel,9.99,539,2020-11-11,west
28260,magenta morsel,2.5,562,2020-11-11,north
28261,magenta morsel,2.5,596,2020-11-11,south
28262,magenta morsel,2.5,592,2020-11-11,east
28263,magenta morsel,2.5,583,2020-11-11,west
28264,chartreuse morsel,3.0,542,2020-11-11,north
28265,chartreuse morsel,3.0,567,2020-11-11,south
28266,chartreuse morsel,3.0,590,2020-11-11,east
28267,chartreuse morsel,3.0,566,2020-11-11,west
28268,periwinkle morsel,1.25,502,2020-11-11,north
28269,periwinkle morsel,1.25,531,2020-11-11,south
28270,periwinkle morsel,1.25,507,2020-11-11,east
28271,periwinkle morsel,1.25,587,2020-11-11,west
28272,vermilion morsel,4.99,547,2020-11-11,north
28273,vermilion morsel,4.99,590,2020-11-11,south
28274,vermilion morsel,4.99,535,2020-11-11,east
28275,vermilion morsel,4.99,544,2020-11-11,west
28276,lapis morsel,1.99,531,2020-11-11,north
28277,lapis morsel,1.99,551,2020-11-11,south
28278,lapis morsel,1.99,538,2020-11-11,east
28279,lapis morsel,1.99,576,2020-11-11,west
28280,pink morsel,3.0,571,2020-11-12,north
28281,pink morsel,3.0,532,2020-11-12,south
28282,pink morsel,3.0,562,2020-11-12,east
28283,pink morsel,3.0,505,2020-11-12,west
28284,gold morsel,9.99,526,2020-11-12,north
28285,gold morsel,9.99,598,2020-11-12,south
28286,gold morsel,9.99,528,2020-11-12,east
28287,gold morsel,9.99,566,2020-11-12,west
28288,magenta morsel,2.5,518,2020-11-12,north
28289,magenta morsel,2.5,538,2020-11-12,south
28290,magenta morsel,2.5,527,2020-11-12,east
28291,magenta morsel,2.5,600,2020-11-12,west
28292,chartreuse morsel,3.0,560,2020-11-12,north
28293,chartreuse morsel,3.0,536,2020-11-12,south
28294,chartreuse morsel,3.0,576,2020-11-12,east
28295,chartreuse morsel,3.0,595,2020-11-12,west
28296,periwinkle morsel,1.25,586,2020-11-12,north
28297,periwinkle morsel,1.25,532,2020-11-12,south
28298,periwinkle morsel,1.25,502,2020-11-12,east
28299,periwinkle morsel,1.25,545,2020-11-12,west
28300,vermilion morsel,4.99,513,2020-11-12,north
28301,vermilion morsel,4.99,504,2020-11-12,south
28302,vermilion morsel,4.99,519,2020-11-12,east
28303,vermilion morsel,4.99,594,2020-11-12,west
28304,lapis morsel,1.99,506,2020-11-12,north
28305,lapis morsel,1.99,578,2020-11-12,south
28306,lapis morsel,1.99,530,2020-11-12,east
28307,lapis morsel,1.99,524,2020-11-12,west
28308,pink morsel,3.0,527,2020-11-13,north
28309,pink morsel,3.0,507,2020-11-13,south
28310,pink morsel,3.0,559,2020-11-13,east
28311,pink morsel,3.0,545,2020-11-13,west
28312,gold morsel,9.99,517,2020-11-13,north
28313,gold morsel,9.99,599,2020-11-13,south
28314,gold morsel,9.99,516,2020-11-13,east
28315,gold morsel,9.99,561,2020-11-13,west
28316,magenta morsel,2.5,575,2020-11-13,north
28317,magenta morsel,2.5,519,2020-11-13,south
28318,magenta morsel,2.5,543,2020-11-13,east
28319,magenta morsel,2.5,583,2020-11-13,west
28320,chartreuse morsel,3.0,599,2020-11-13,north
28321,chartreuse morsel,3.0,535,2020-11-13,south
28322,chartreuse morsel,3.0,519,2020-11-13,east
28323,chartreuse morsel,3.0,547,2020-11-13,west
28324,periwinkle morsel,1.25,530,2020-11-13,north
28325,periwinkle morsel,1.25,502,2020-11-13,south
28326,periwinkle morsel,1.25,573,2020-11-13,east
28327,periwinkle morsel,1.25,564,2020-11-13,west
28328,vermilion morsel,4.99,560,2020-11-13,north
28329,vermilion morsel,4.99,515,2020-11-13,south
28330,vermilion morsel,4.99,558,2020-11-13,east
28331,vermilion morsel,4.99,596,2020-11-13,west
28332,lapis morsel,1.99,596,2020-11-13,north
28333,lapis morsel,1.99,593,2020-11-13,south
28334,lapis morsel,1.99,560,2020-11-13,east
28335,lapis morsel,1.99,547,2020-11-13,west
28336,pink morsel,3.0,583,2020-11-14,north
28337,pink morsel,3.0,514,2020-11-14,south
28338,pink morsel,3.0,534,2020-11-14,east
28339,pink morsel,3.0,519,2020-11-14,west
28340,gold morsel,9.99,593,2020-11-14,north
28341,gold morsel,9.99,565,2020-11-14,south
28342,gold morsel,9.99,579,2020-11-14,east
28343,gold morsel,9.99,506,2020-11-14,west
28344,magenta morsel,2.5,516,2020-11-14,north
28345,magenta morsel,2.5,544,2020-11-14,south
28346,magenta morsel,2.5,551,2020-11-14,east
28347,magenta morsel,2.5,527,2020-11-14,west
28348,chartreuse morsel,3.0,583,2020-11-14,north
28349,chartreuse morsel,3.0,525,2020-11-14,south
28350,chartreuse morsel,3.0,521,2020-11-14,east
28351,chartreuse morsel,3.0,548,2020-11-14,west
28352,periwinkle morsel,1.25,598,2020-11-14,north
28353,periwinkle morsel,1.25,555,2020-11-14,south
28354,periwinkle morsel,1.25,563,2020-11-14,east
28355,periwinkle morsel,1.25,565,2020-11-14,west
28356,vermilion morsel,4.99,541,2020-11-14,north
28357,vermilion morsel,4.99,591,2020-11-14,south
28358,vermilion morsel,4.99,576,2020-11-14,east
28359,vermilion morsel,4.99,550,2020-11-14,west
28360,lapis morsel,1.99,559,2020-11-14,north
28361,lapis morsel,1.99,522,2020-11-14,south
28362,lapis morsel,1.99,537,2020-11-14,east
28363,lapis morsel,1.99,600,2020-11-14,west
28364,pink morsel,3.0,562,2020-11-15,north
28365,pink morsel,3.0,546,2020-11-15,south
28366,pink morsel,3.0,598,2020-11-15,east
28367,pink morsel,3.0,553,2020-11-15,west
28368,gold morsel,9.99,544,2020-11-15,north
28369,gold morsel,9.99,569,2020-11-15,south
28370,gold morsel,9.99,594,2020-11-15,east
28371,gold morsel,9.99,595,2020-11-15,west
28372,magenta morsel,2.5,536,2020-11-15,north
28373,magenta morsel,2.5,532,2020-11-15,south
28374,magenta morsel,2.5,561,2020-11-15,east
28375,magenta morsel,2.5,586,2020-11-15,west
28376,chartreuse morsel,3.0,507,2020-11-15,north
28377,chartreuse morsel,3.0,556,2020-11-15,south
28378,chartreuse morsel,3.0,547,2020-11-15,east
28379,chartreuse morsel,3.0,515,2020-11-15,west
28380,periwinkle morsel,1.25,516,2020-11-15,north
28381,periwinkle morsel,1.25,560,2020-11-15,south
28382,periwinkle morsel,1.25,524,2020-11-15,east
28383,periwinkle morsel,1.25,562,2020-11-15,west
28384,vermilion morsel,4.99,561,2020-11-15,north
28385,vermilion morsel,4.99,500,2020-11-15,south
28386,vermilion morsel,4.99,536,2020-11-15,east
28387,vermilion morsel,4.99,596,2020-11-15,west
28388,lapis morsel,1.99,525,2020-11-15,north
28389,lapis morsel,1.99,532,2020-11-15,south
28390,lapis morsel,1.99,515,2020-11-15,east
28391,lapis morsel,1.99,551,2020-11-15,west
28392,pink morsel,3.0,591,2020-11-16,north
28393,pink morsel,3.0,557,2020-11-16,south
28394,pink morsel,3.0,542,2020-11-16,east
28395,pink morsel,3.0,575,2020-11-16,west
28396,gold morsel,9.99,541,2020-11-16,north
28397,gold morsel,9.99,533,2020-11-16,south
28398,gold morsel,9.99,554,2020-11-16,east
28399,gold morsel,9.99,595,2020-11-16,west
28400,magenta morsel,2.5,593,2020-11-16,north
28401,magenta morsel,2.5,529,2020-11-16,south
28402,magenta morsel,2.5,579,2020-11-16,east
28403,magenta morsel,2.5,523,2020-11-16,west
28404,chartreuse morsel,3.0,582,2020-11-16,north
28405,chartreuse morsel,3.0,557,2020-11-16,south
28406,chartreuse morsel,3.0,583,2020-11-16,east
28407,chartreuse morsel,3.0,558,2020-11-16,west
28408,periwinkle morsel,1.25,591,2020-11-16,north
28409,periwinkle morsel,1.25,579,2020-11-16,south
28410,periwinkle morsel,1.25,588,2020-11-16,east
28411,periwinkle morsel,1.25,579,2020-11-16,west
28412,vermilion morsel,4.99,514,2020-11-16,north
28413,vermilion morsel,4.99,540,2020-11-16,south
28414,vermilion morsel,4.99,588,2020-11-16,east
28415,vermilion morsel,4.99,500,2020-11-16,west
28416,lapis morsel,1.99,542,2020-11-16,north
28417,lapis morsel,1.99,543,2020-11-16,south
28418,lapis morsel,1.99,559,2020-11-16,east
28419,lapis morsel,1.99,576,2020-11-16,west
28420,pink morsel,3.0,562,2020-11-17,north
28421,pink morsel,3.0,507,2020-11-17,south
28422,pink morsel,3.0,578,2020-11-17,east
28423,pink morsel,3.0,510,2020-11-17,west
28424,gold morsel,9.99,600,2020-11-17,north
28425,gold morsel,9.99,549,2020-11-17,south
28426,gold morsel,9.99,509,2020-11-17,east
28427,gold morsel,9.99,579,2020-11-17,west
28428,magenta morsel,2.5,573,2020-11-17,north
28429,magenta morsel,2.5,600,2020-11-17,south
28430,magenta morsel,2.5,502,2020-11-17,east
28431,magenta morsel,2.5,539,2020-11-17,west
28432,chartreuse morsel,3.0,585,2020-11-17,north
28433,chartreuse morsel,3.0,545,2020-11-17,south
28434,chartreuse morsel,3.0,509,2020-11-17,east
28435,chartreuse morsel,3.0,571,2020-11-17,west
28436,periwinkle morsel,1.25,505,2020-11-17,north
28437,periwinkle morsel,1.25,551,2020-11-17,south
28438,periwinkle morsel,1.25,583,2020-11-17,east
28439,periwinkle morsel,1.25,507,2020-11-17,west
28440,vermilion morsel,4.99,528,2020-11-17,north
28441,vermilion morsel,4.99,551,2020-11-17,south
28442,vermilion morsel,4.99,559,2020-11-17,east
28443,vermilion morsel,4.99,533,2020-11-17,west
28444,lapis morsel,1.99,578,2020-11-17,north
28445,lapis morsel,1.99,577,2020-11-17,south
28446,lapis morsel,1.99,532,2020-11-17,east
28447,lapis morsel,1.99,531,2020-11-17,west
28448,pink morsel,3.0,566,2020-11-18,north
28449,pink morsel,3.0,590,2020-11-18,south
28450,pink morsel,3.0,584,2020-11-18,east
28451,pink morsel,3.0,554,2020-11-18,west
28452,gold morsel,9.99,587,2020-11-18,north
28453,gold morsel,9.99,574,2020-11-18,south
28454,gold morsel,9.99,590,2020-11-18,east
28455,gold morsel,9.99,540,2020-11-18,west
28456,magenta morsel,2.5,545,2020-11-18,north
28457,magenta morsel,2.5,577,2020-11-18,south
28458,magenta morsel,2.5,524,2020-11-18,east
28459,magenta morsel,2.5,578,2020-11-18,west
28460,chartreuse morsel,3.0,559,2020-11-18,north
28461,chartreuse morsel,3.0,595,2020-11-18,south
28462,chartreuse morsel,3.0,558,2020-11-18,east
28463,chartreuse morsel,3.0,532,2020-11-18,west
28464,periwinkle morsel,1.25,530,2020-11-18,north
28465,periwinkle morsel,1.25,544,2020-11-18,south
28466,periwinkle morsel,1.25,536,2020-11-18,east
28467,periwinkle morsel,1.25,512,2020-11-18,west
28468,vermilion morsel,4.99,570,2020-11-18,north
28469,vermilion morsel,4.99,577,2020-11-18,south
28470,vermilion morsel,4.99,505,2020-11-18,east
28471,vermilion morsel,4.99,505,2020-11-18,west
28472,lapis morsel,1.99,502,2020-11-18,north
28473,lapis morsel,1.99,580,2020-11-18,south
28474,lapis morsel,1.99,578,2020-11-18,east
28475,lapis morsel,1.99,508,2020-11-18,west
28476,pink morsel,3.0,522,2020-11-19,north
28477,pink morsel,3.0,530,2020-11-19,south
28478,pink morsel,3.0,545,2020-11-19,east
28479,pink morsel,3.0,566,2020-11-19,west
28480,gold morsel,9.99,535,2020-11-19,north
28481,gold morsel,9.99,580,2020-11-19,south
28482,gold morsel,9.99,528,2020-11-19,east
28483,gold morsel,9.99,527,2020-11-19,west
28484,magenta morsel,2.5,578,2020-11-19,north
28485,magenta morsel,2.5,578,2020-11-19,south
28486,magenta morsel,2.5,515,2020-11-19,east
28487,magenta morsel,2.5,526,2020-11-19,west
